-4.03E-01,-1.5
-4.03E-01,-1.5
-4.03E-01,-1.5
-4.03E-01,-0.5
-4.03E-01,-0.5
-4.02E-01,-1.5
-4.02E-01,-1.5
-4.02E-01,-1.5
-4.02E-01,-0.5
-4.02E-01,-0.5
-4.02E-01,-1.5
-4.02E-01,-0.5
-4.02E-01,-1.5
-4.02E-01,-1.5
-4.02E-01,-2.5
-4.01E-01,-1.5
-4.01E-01,-0.5
-4.01E-01,-0.5
-4.01E-01,-0.5
-4.01E-01,-1.5
-4.01E-01,-0.5
-4.01E-01,-1.5
-4.01E-01,-1.5
-4.01E-01,-1.5
-4.01E-01,-0.5
-4.00E-01,-0.5
-4.00E-01,-1.5
-4.00E-01,-1.5
-4.00E-01,-0.5
-4.00E-01,-1.5
-4.00E-01,-1.5
-4.00E-01,-1.5
-4.00E-01,-0.5
-4.00E-01,-1.5
-4.00E-01,-1.5
-3.99E-01,-2.5
-3.99E-01,-0.5
-3.99E-01,-1.5
-3.99E-01,-0.5
-3.99E-01,-1.5
-3.99E-01,-2.5
-3.99E-01,-1.5
-3.99E-01,-1.5
-3.99E-01,-0.5
-3.99E-01,-1.5
-3.98E-01,-0.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-1.5
-3.98E-01,-0.5
-3.98E-01,-0.5
-3.97E-01,-0.5
-3.97E-01,-0.5
-3.97E-01,-0.5
-3.97E-01,-1.5
-3.97E-01,-0.5
-3.97E-01,-0.5
-3.97E-01,-1.5
-3.97E-01,-0.5
-3.97E-01,-1.5
-3.97E-01,-0.5
-3.96E-01,-1.5
-3.96E-01,-0.5
-3.96E-01,-1.5
-3.96E-01,-1.5
-3.96E-01,-1.5
-3.96E-01,-1.5
-3.96E-01,-1.5
-3.96E-01,-0.5
-3.96E-01,-1.5
-3.96E-01,-1.5
-3.95E-01,-1.5
-3.95E-01,-0.5
-3.95E-01,-0.5
-3.95E-01,-1.5
-3.95E-01,-2.5
-3.95E-01,-0.5
-3.95E-01,-2.5
-3.95E-01,-1.5
-3.95E-01,-1.5
-3.95E-01,-0.5
-3.94E-01,-0.5
-3.94E-01,-1.5
-3.94E-01,-2.5
-3.94E-01,-0.5
-3.94E-01,-0.5
-3.94E-01,-0.5
-3.94E-01,-3.5
-3.94E-01,-0.5
-3.94E-01,-0.5
-3.94E-01,-0.5
-3.93E-01,-1.5
-3.93E-01,-1.5
-3.93E-01,-0.5
-3.93E-01,-0.5
-3.93E-01,-0.5
-3.93E-01,-1.5
-3.93E-01,-1.5
